0 	 1200.000000 	 400 	 0 
7 	 1173.081787 	 393 	 1 
14 	 1140.249268 	 386 	 2 
23 	 1108.011719 	 377 	 3 
33 	 1075.579590 	 367 	 4 
38 	 1046.302124 	 362 	 5 
44 	 1016.136597 	 356 	 6 
50 	 995.638916 	 350 	 7 
59 	 955.854431 	 341 	 8 
65 	 933.749451 	 335 	 9 
71 	 909.895264 	 329 	 10 
79 	 890.490601 	 321 	 11 
82 	 871.264221 	 318 	 12 
89 	 840.652954 	 311 	 13 
97 	 808.596375 	 303 	 14 
101 	 791.597839 	 299 	 15 
107 	 761.902649 	 293 	 16 
113 	 739.667664 	 287 	 17 
118 	 713.503235 	 282 	 18 
123 	 695.318848 	 277 	 19 
127 	 679.707397 	 273 	 20 
133 	 669.475525 	 267 	 21 
135 	 658.509033 	 265 	 22 
138 	 646.556335 	 262 	 23 
141 	 635.017761 	 259 	 24 
144 	 624.791565 	 256 	 25 
151 	 605.688721 	 249 	 26 
155 	 592.711792 	 245 	 27 
159 	 577.677429 	 241 	 28 
163 	 563.360718 	 237 	 29 
166 	 547.081177 	 234 	 30 
168 	 539.692261 	 232 	 31 
173 	 521.483337 	 227 	 32 
175 	 514.187012 	 225 	 33 
180 	 500.866089 	 220 	 34 
185 	 487.822418 	 215 	 35 
187 	 478.581635 	 213 	 36 
191 	 469.139526 	 209 	 37 
193 	 450.603088 	 207 	 38 
196 	 433.613251 	 204 	 39 
201 	 420.763336 	 199 	 40 
205 	 411.928528 	 195 	 41 
209 	 400.674377 	 191 	 42 
210 	 391.699646 	 190 	 43 
213 	 386.903503 	 187 	 44 
216 	 378.598175 	 184 	 45 
221 	 366.622955 	 179 	 46 
222 	 362.435211 	 178 	 47 
225 	 357.558533 	 175 	 48 
227 	 352.109558 	 173 	 49 
230 	 341.054901 	 170 	 50 
230 	 336.243378 	 170 	 51 
232 	 323.028137 	 168 	 52 
235 	 319.177582 	 165 	 53 
236 	 316.596222 	 164 	 54 
238 	 313.635590 	 162 	 55 
240 	 308.883179 	 160 	 56 
241 	 301.993866 	 159 	 57 
243 	 297.804382 	 157 	 58 
245 	 294.969971 	 155 	 59 
248 	 286.375946 	 152 	 60 
249 	 282.227692 	 151 	 61 
250 	 278.141479 	 150 	 62 
251 	 273.016724 	 149 	 63 
253 	 268.190430 	 147 	 64 
253 	 264.838470 	 147 	 65 
255 	 261.711182 	 145 	 66 
256 	 258.037323 	 144 	 67 
257 	 254.141785 	 143 	 68 
258 	 249.032166 	 142 	 69 
260 	 244.550491 	 140 	 70 
264 	 238.833542 	 136 	 71 
264 	 236.208038 	 136 	 72 
266 	 230.081970 	 134 	 73 
268 	 227.139496 	 132 	 74 
269 	 224.287430 	 131 	 75 
270 	 221.479111 	 130 	 76 
272 	 219.046219 	 128 	 77 
273 	 215.731430 	 127 	 78 
274 	 214.031738 	 126 	 79 
275 	 211.527924 	 125 	 80 
276 	 209.096573 	 124 	 81 
277 	 207.110138 	 123 	 82 
278 	 204.677811 	 122 	 83 
278 	 201.723785 	 122 	 84 
278 	 200.151291 	 122 	 85 
279 	 198.979340 	 121 	 86 
282 	 197.351974 	 118 	 87 
284 	 195.252823 	 116 	 88 
284 	 193.392853 	 116 	 89 
284 	 191.700317 	 116 	 90 
285 	 189.549042 	 115 	 91 
286 	 187.718872 	 114 	 92 
286 	 184.649002 	 114 	 93 
287 	 179.538498 	 113 	 94 
288 	 177.407730 	 112 	 95 
289 	 175.880066 	 111 	 96 
291 	 173.169907 	 109 	 97 
292 	 171.962097 	 108 	 98 
293 	 170.876556 	 107 	 99 
293 	 169.520187 	 107 	 100 
294 	 168.179337 	 106 	 101 
294 	 166.396042 	 106 	 102 
295 	 165.073654 	 105 	 103 
295 	 162.763168 	 105 	 104 
296 	 161.210495 	 104 	 105 
296 	 160.189056 	 104 	 106 
297 	 158.471542 	 103 	 107 
298 	 156.567093 	 102 	 108 
299 	 155.459412 	 101 	 109 
299 	 154.069443 	 101 	 110 
301 	 152.840729 	 99 	 111 
301 	 151.637283 	 99 	 112 
301 	 150.431610 	 99 	 113 
301 	 149.194427 	 99 	 114 
301 	 148.022324 	 99 	 115 
302 	 146.838593 	 98 	 116 
302 	 145.896851 	 98 	 117 
302 	 144.607361 	 98 	 118 
303 	 143.397308 	 97 	 119 
304 	 142.510452 	 96 	 120 
306 	 141.667801 	 94 	 121 
306 	 140.517441 	 94 	 122 
306 	 139.443237 	 94 	 123 
307 	 138.502533 	 93 	 124 
308 	 137.451782 	 92 	 125 
309 	 136.640503 	 91 	 126 
309 	 135.883728 	 91 	 127 
309 	 134.848694 	 91 	 128 
309 	 133.764633 	 91 	 129 
309 	 133.066132 	 91 	 130 
309 	 132.337204 	 91 	 131 
309 	 131.442413 	 91 	 132 
310 	 130.553085 	 90 	 133 
310 	 129.699249 	 90 	 134 
311 	 129.234222 	 89 	 135 
311 	 128.549515 	 89 	 136 
312 	 126.804337 	 88 	 137 
312 	 125.884949 	 88 	 138 
312 	 125.111053 	 88 	 139 
312 	 123.990692 	 88 	 140 
313 	 123.312317 	 87 	 141 
315 	 122.162102 	 85 	 142 
317 	 120.840279 	 83 	 143 
317 	 119.913628 	 83 	 144 
317 	 119.397736 	 83 	 145 
317 	 118.719994 	 83 	 146 
318 	 118.021049 	 82 	 147 
318 	 117.423553 	 82 	 148 
319 	 117.000755 	 81 	 149 
319 	 116.435768 	 81 	 150 
319 	 115.982262 	 81 	 151 
321 	 114.598999 	 79 	 152 
323 	 113.679489 	 77 	 153 
324 	 113.313408 	 76 	 154 
324 	 112.905289 	 76 	 155 
324 	 112.461357 	 76 	 156 
324 	 111.372772 	 76 	 157 
326 	 110.788033 	 74 	 158 
326 	 109.420242 	 74 	 159 
326 	 109.022369 	 74 	 160 
326 	 108.477203 	 74 	 161 
328 	 107.846596 	 72 	 162 
329 	 107.525902 	 71 	 163 
331 	 107.055878 	 69 	 164 
331 	 106.680588 	 69 	 165 
331 	 106.383156 	 69 	 166 
331 	 106.111519 	 69 	 167 
331 	 105.814095 	 69 	 168 
331 	 105.495987 	 69 	 169 
331 	 105.198555 	 69 	 170 
331 	 104.901138 	 69 	 171 
331 	 104.520485 	 69 	 172 
332 	 104.001060 	 68 	 173 
333 	 103.728401 	 67 	 174 
333 	 103.447784 	 67 	 175 
333 	 102.958382 	 67 	 176 
333 	 102.680046 	 67 	 177 
333 	 102.371841 	 67 	 178 
333 	 101.815285 	 67 	 179 
334 	 101.548500 	 66 	 180 
334 	 101.265060 	 66 	 181 
334 	 100.826157 	 66 	 182 
334 	 100.575844 	 66 	 183 
334 	 100.330956 	 66 	 184 
334 	 100.086075 	 66 	 185 
335 	 99.946098 	 65 	 186 
335 	 99.404617 	 65 	 187 
335 	 99.081512 	 65 	 188 
335 	 98.864815 	 65 	 189 
335 	 98.534309 	 65 	 190 
336 	 98.095268 	 64 	 191 
336 	 97.867775 	 64 	 192 
336 	 97.283066 	 64 	 193 
336 	 97.070496 	 64 	 194 
336 	 96.697815 	 64 	 195 
336 	 96.468086 	 64 	 196 
336 	 96.216385 	 64 	 197 
337 	 94.794052 	 63 	 198 
337 	 94.551872 	 63 	 199 
337 	 94.331978 	 63 	 200 
337 	 94.031593 	 63 	 201 
337 	 93.811737 	 63 	 202 
337 	 93.401184 	 63 	 203 
337 	 93.112083 	 63 	 204 
337 	 92.818581 	 63 	 205 
337 	 92.410919 	 63 	 206 
337 	 92.174217 	 63 	 207 
338 	 91.366737 	 62 	 208 
338 	 91.075951 	 62 	 209 
338 	 90.871475 	 62 	 210 
338 	 90.659355 	 62 	 211 
338 	 90.345108 	 62 	 212 
338 	 90.101974 	 62 	 213 
338 	 89.476418 	 62 	 214 
338 	 89.247169 	 62 	 215 
338 	 89.048340 	 62 	 216 
338 	 88.836205 	 62 	 217 
338 	 88.574516 	 62 	 218 
338 	 88.347824 	 62 	 219 
338 	 87.813667 	 62 	 220 
338 	 87.499420 	 62 	 221 
338 	 87.263367 	 62 	 222 
338 	 86.726852 	 62 	 223 
338 	 86.526657 	 62 	 224 
338 	 86.324226 	 62 	 225 
338 	 86.125145 	 62 	 226 
338 	 85.858284 	 62 	 227 
338 	 85.533943 	 62 	 228 
339 	 85.312859 	 61 	 229 
339 	 84.981606 	 61 	 230 
340 	 83.946495 	 60 	 231 
340 	 83.603401 	 60 	 232 
340 	 83.396324 	 60 	 233 
340 	 83.203163 	 60 	 234 
340 	 83.010017 	 60 	 235 
340 	 82.816879 	 60 	 236 
340 	 82.350868 	 60 	 237 
340 	 81.890190 	 60 	 238 
341 	 81.694969 	 59 	 239 
341 	 81.255096 	 59 	 240 
342 	 81.006073 	 58 	 241 
342 	 80.838493 	 58 	 242 
342 	 80.553246 	 58 	 243 
342 	 80.385658 	 58 	 244 
342 	 80.218086 	 58 	 245 
342 	 80.053963 	 58 	 246 
342 	 79.886650 	 58 	 247 
342 	 79.569038 	 58 	 248 
342 	 79.392441 	 58 	 249 
342 	 79.145149 	 58 	 250 
342 	 78.977570 	 58 	 251 
343 	 78.754410 	 57 	 252 
343 	 78.595726 	 57 	 253 
343 	 78.294380 	 57 	 254 
343 	 78.135712 	 57 	 255 
343 	 77.977493 	 57 	 256 
343 	 77.754364 	 57 	 257 
343 	 77.595695 	 57 	 258 
343 	 77.412331 	 57 	 259 
344 	 77.230194 	 56 	 260 
344 	 77.030258 	 56 	 261 
344 	 76.811020 	 56 	 262 
344 	 76.657722 	 56 	 263 
344 	 76.423111 	 56 	 264 
344 	 76.136459 	 56 	 265 
345 	 75.684090 	 55 	 266 
345 	 75.403236 	 55 	 267 
345 	 75.243187 	 55 	 268 
345 	 75.040924 	 55 	 269 
345 	 74.887421 	 55 	 270 
345 	 74.664314 	 55 	 271 
345 	 74.418396 	 55 	 272 
345 	 74.178268 	 55 	 273 
345 	 73.993027 	 55 	 274 
345 	 73.780144 	 55 	 275 
345 	 73.632019 	 55 	 276 
345 	 73.483910 	 55 	 277 
345 	 72.618286 	 55 	 278 
345 	 72.426346 	 55 	 279 
345 	 72.266327 	 55 	 280 
345 	 71.700035 	 55 	 281 
345 	 71.407906 	 55 	 282 
345 	 71.259773 	 55 	 283 
345 	 71.111679 	 55 	 284 
345 	 70.934669 	 55 	 285 
345 	 70.732841 	 55 	 286 
345 	 70.433975 	 55 	 287 
345 	 70.285858 	 55 	 288 
345 	 70.079269 	 55 	 289 
345 	 69.774567 	 55 	 290 
345 	 69.626442 	 55 	 291 
345 	 69.361069 	 55 	 292 
345 	 69.083534 	 55 	 293 
345 	 68.865730 	 55 	 294 
345 	 68.680489 	 55 	 295 
345 	 68.500183 	 55 	 296 
345 	 68.283257 	 55 	 297 
345 	 68.086113 	 55 	 298 
345 	 67.937988 	 55 	 299 
346 	 67.800514 	 54 	 300 
346 	 67.382408 	 54 	 301 
346 	 67.244934 	 54 	 302 
346 	 66.686981 	 54 	 303 
346 	 66.549500 	 54 	 304 
346 	 66.394630 	 54 	 305 
347 	 66.287018 	 53 	 306 
347 	 66.081299 	 53 	 307 
347 	 65.849464 	 53 	 308 
347 	 65.714096 	 53 	 309 
348 	 65.542580 	 52 	 310 
348 	 65.396912 	 52 	 311 
348 	 65.213196 	 52 	 312 
348 	 65.006721 	 52 	 313 
348 	 64.878479 	 52 	 314 
348 	 64.732826 	 52 	 315 
348 	 64.403374 	 52 	 316 
348 	 64.275131 	 52 	 317 
348 	 64.078651 	 52 	 318 
348 	 63.853275 	 52 	 319 
348 	 63.725021 	 52 	 320 
348 	 63.548450 	 52 	 321 
349 	 63.232487 	 51 	 322 
349 	 63.107967 	 51 	 323 
349 	 62.983452 	 51 	 324 
349 	 62.858929 	 51 	 325 
349 	 62.679325 	 51 	 326 
349 	 62.554813 	 51 	 327 
349 	 62.400318 	 51 	 328 
349 	 62.241394 	 51 	 329 
349 	 61.970009 	 51 	 330 
349 	 61.571636 	 51 	 331 
349 	 61.318768 	 51 	 332 
349 	 61.121078 	 51 	 333 
349 	 60.991619 	 51 	 334 
349 	 60.579742 	 51 	 335 
349 	 60.414467 	 51 	 336 
349 	 60.281990 	 51 	 337 
349 	 60.121632 	 51 	 338 
349 	 59.910385 	 51 	 339 
349 	 59.766090 	 51 	 340 
350 	 59.562809 	 50 	 341 
350 	 59.433716 	 50 	 342 
351 	 59.293335 	 49 	 343 
351 	 59.178436 	 49 	 344 
351 	 59.056759 	 49 	 345 
352 	 58.911907 	 48 	 346 
352 	 58.759983 	 48 	 347 
352 	 58.651604 	 48 	 348 
352 	 58.543217 	 48 	 349 
352 	 58.371811 	 48 	 350 
352 	 58.209843 	 48 	 351 
352 	 58.047886 	 48 	 352 
352 	 57.890083 	 48 	 353 
352 	 57.763950 	 48 	 354 
352 	 57.578197 	 48 	 355 
352 	 57.469814 	 48 	 356 
352 	 57.330589 	 48 	 357 
352 	 57.082310 	 48 	 358 
352 	 56.973930 	 48 	 359 
352 	 56.849815 	 48 	 360 
352 	 56.733265 	 48 	 361 
352 	 56.624886 	 48 	 362 
353 	 56.522385 	 47 	 363 
353 	 56.358715 	 47 	 364 
354 	 56.272972 	 46 	 365 
354 	 56.175034 	 46 	 366 
355 	 55.810093 	 45 	 367 
355 	 55.622826 	 45 	 368 
355 	 55.518917 	 45 	 369 
355 	 55.412998 	 45 	 370 
355 	 55.239162 	 45 	 371 
355 	 55.037323 	 45 	 372 
355 	 54.863213 	 45 	 373 
355 	 54.619839 	 45 	 374 
355 	 54.527447 	 45 	 375 
355 	 54.435059 	 45 	 376 
355 	 54.279888 	 45 	 377 
355 	 54.187485 	 45 	 378 
356 	 54.104504 	 44 	 379 
356 	 53.950531 	 44 	 380 
356 	 53.817844 	 44 	 381 
356 	 53.723228 	 44 	 382 
357 	 53.607521 	 43 	 383 
357 	 53.261055 	 43 	 384 
357 	 53.152561 	 43 	 385 
357 	 53.078075 	 43 	 386 
357 	 52.975811 	 43 	 387 
357 	 52.836788 	 43 	 388 
